,count_0,count_1,log_prob_0,log_prob_1
municipalities,4.0,9.0,-8.892336539626852,-8.978660489634217
murang,0.0,11.0,-33.3044818307122,-8.777989794174086
muslim,0.0,42.0,-33.3044818307122,-7.438215448695799
mutual,23.0,10.0,-7.143136684838246,-8.873299973977502
mutually,3.0,2.0,-9.1800186120703,-10.482737886371604
nabawasan,0.0,9.0,-33.3044818307122,-8.978660489634217
nabigyan,0.0,14.0,-33.3044818307122,-8.536827737359147
nag,0.0,108.0,-33.3044818307122,-6.493753839856403
nagawa,0.0,24.0,-33.3044818307122,-7.997831236629436
nagbabayad,0.0,7.0,-33.3044818307122,-9.22997491791195
nagbibigay,0.0,8.0,-33.3044818307122,-9.096443525289212
nagbigay,0.0,7.0,-33.3044818307122,-9.22997491791195
naghahanap,0.0,9.0,-33.3044818307122,-8.978660489634217
nagiging,0.0,9.0,-33.3044818307122,-8.978660489634217
naglaan,0.0,7.0,-33.3044818307122,-9.22997491791195
nagpapasalamat,0.0,17.0,-33.3044818307122,-8.34267172291945
nagsabing,0.0,7.0,-33.3044818307122,-9.22997491791195
nagseserbisyo,0.0,6.0,-33.3044818307122,-9.384125597736826
nagsisikap,0.0,6.0,-33.3044818307122,-9.384125597736826
nagtatanong,0.0,6.0,-33.3044818307122,-9.384125597736826
nagtatrabaho,0.0,14.0,-33.3044818307122,-8.536827737359147
nagtayo,0.0,7.0,-33.3044818307122,-9.22997491791195
naia,0.0,11.0,-33.3044818307122,-8.777989794174086
naitala,0.0,9.0,-33.3044818307122,-8.978660489634217
naiwan,0.0,9.0,-33.3044818307122,-8.978660489634217
naka,0.0,15.0,-33.3044818307122,-8.467834865872671
nakalipas,0.0,8.0,-33.3044818307122,-9.096443525289212
nakaraan,0.0,10.0,-33.3044818307122,-8.873299973977502
nakaraang,0.0,57.0,-33.3044818307122,-7.132833799145244
nakasalalay,0.0,5.0,-33.3044818307122,-9.566447154527449
nakatuon,0.0,5.0,-33.3044818307122,-9.566447154527449
nakikinabang,0.0,10.0,-33.3044818307122,-8.873299973977502
nakikinig,0.0,10.0,-33.3044818307122,-8.873299973977502
nakikita,0.0,29.0,-33.3044818307122,-7.808589236991626
nakuha,0.0,10.0,-33.3044818307122,-8.873299973977502
nalikha,0.0,6.0,-33.3044818307122,-9.384125597736826
naman,0.0,409.0,-33.3044818307122,-5.162169910938502
namang,0.0,42.0,-33.3044818307122,-7.438215448695799
namatay,0.0,8.0,-33.3044818307122,-9.096443525289212
naming,0.0,12.0,-33.3044818307122,-8.690978417185214
nananawagan,0.0,12.0,-33.3044818307122,-8.690978417185214
nanay,0.0,8.0,-33.3044818307122,-9.096443525289212
nandito,0.0,18.0,-33.3044818307122,-8.285513309079828
nandiyan,0.0,27.0,-33.3044818307122,-7.8800482009735155
nandoon,0.0,9.0,-33.3044818307122,-8.978660489634217
nangangailangan,0.0,11.0,-33.3044818307122,-8.777989794174086
nangyari,0.0,34.0,-33.3044818307122,-7.649524542362446
nangyayari,0.0,11.0,-33.3044818307122,-8.777989794174086
naniniwala,0.0,10.0,-33.3044818307122,-8.873299973977502
napakarami,0.0,8.0,-33.3044818307122,-9.096443525289212
napakaraming,0.0,8.0,-33.3044818307122,-9.096443525289212
narinig,0.0,11.0,-33.3044818307122,-8.777989794174086
nariyan,0.0,24.0,-33.3044818307122,-7.997831236629436
nasa,0.0,103.0,-33.3044818307122,-6.541156078750942
nasimulan,0.0,12.0,-33.3044818307122,-8.690978417185214
natapos,0.0,17.0,-33.3044818307122,-8.34267172291945
natin,0.0,836.0,-33.3044818307122,-4.447256453896727
nating,0.0,328.0,-33.3044818307122,-5.3828714585971
nation,145.0,204.0,-5.301897158350479,-5.857765073136842
national,236.0,336.0,-4.814799095745709,-5.358773907018047
nations,45.0,40.0,-6.471968410999201,-7.4870056128651115
nationwide,5.0,15.0,-8.669192988317644,-8.467834865872671
natipid,0.0,6.0,-33.3044818307122,-9.384125597736826
natitira,0.0,18.0,-33.3044818307122,-8.285513309079828
natitirang,0.0,8.0,-33.3044818307122,-9.096443525289212
natural,18.0,58.0,-7.388259142870023,-7.115442056433404
naturally,1.0,5.0,-10.278630900671743,-9.566447154527449
nature,10.0,20.0,-7.976045807767697,-8.180152793422558
naught,1.0,4.0,-10.278630900671743,-9.789590705836657
nautical,0.0,8.0,-33.3044818307122,-9.096443525289212
naval,0.0,6.0,-33.3044818307122,-9.384125597736826
navy,1.0,8.0,-10.278630900671743,-9.096443525289212
nawala,0.0,5.0,-33.3044818307122,-9.566447154527449
nawalan,0.0,7.0,-33.3044818307122,-9.22997491791195
ncr,0.0,8.0,-33.3044818307122,-9.096443525289212
ndf,0.0,11.0,-33.3044818307122,-8.777989794174086
necessities,7.0,1.0,-8.332720751702144,-11.175885066881548
necessity,20.0,1.0,-7.282898627212752,-11.175885066881548
neda,0.0,10.0,-33.3044818307122,-8.873299973977502
needy,5.0,1.0,-8.669192988317644,-11.175885066881548
negative,0.0,13.0,-33.3044818307122,-8.610935709512319
neglect,3.0,3.0,-9.1800186120703,-10.077272778280106
neglected,5.0,5.0,-8.669192988317644,-9.566447154527449
negosasyon,0.0,6.0,-33.3044818307122,-9.384125597736826
negosyante,0.0,19.0,-33.3044818307122,-8.231446087809845
negosyo,0.0,25.0,-33.3044818307122,-7.957009242109348
negotiated,2.0,4.0,-9.585483720161799,-9.789590705836657
negotiating,1.0,6.0,-10.278630900671743,-9.384125597736826
negotiations,10.0,4.0,-7.976045807767697,-9.789590705836657
negros,5.0,13.0,-8.669192988317644,-8.610935709512319
neighboring,2.0,4.0,-9.585483720161799,-9.789590705836657
neighbors,7.0,24.0,-8.332720751702144,-7.997831236629436
ness,3.0,2.0,-9.1800186120703,-10.482737886371604
network,6.0,20.0,-8.486871431527021,-8.180152793422558
networks,4.0,4.0,-8.892336539626852,-9.789590705836657
newly,3.0,7.0,-9.1800186120703,-9.22997491791195
news,1.0,12.0,-10.278630900671743,-8.690978417185214
nfa,0.0,13.0,-33.3044818307122,-8.610935709512319
ngayong,0.0,49.0,-33.3044818307122,-7.28406476886888
ngunit,0.0,54.0,-33.3044818307122,-7.186901020415422
night,1.0,11.0,-10.278630900671743,-8.777989794174086
nilagdaan,0.0,6.0,-33.3044818307122,-9.384125597736826
ninth,1.0,9.0,-10.278630900671743,-8.978660489634217
ninyo,0.0,240.0,-33.3044818307122,-5.695246143639141
ninyong,0.0,48.0,-33.3044818307122,-7.304684056071574
nitong,0.0,72.0,-33.3044818307122,-6.899218947964104
niyan,0.0,28.0,-33.3044818307122,-7.843680556802774
niyo,0.0,14.0,-33.3044818307122,-8.536827737359147
niyog,0.0,12.0,-33.3044818307122,-8.690978417185214
nlex,0.0,5.0,-33.3044818307122,-9.566447154527449
noong,0.0,257.0,-33.3044818307122,-5.626808982085939
normal,11.0,16.0,-7.880735627964281,-8.403296344735518
norte,9.0,11.0,-8.081406323424412,-8.777989794174086
north,26.0,35.0,-7.020534362746416,-7.620537005489277
northern,5.0,9.0,-8.669192988317644,-8.978660489634217
notable,6.0,0.0,-8.486871431527021,-34.201735996922004
note,11.0,3.0,-7.880735627964281,-10.077272778280106
notes,4.0,2.0,-8.892336539626852,-10.482737886371604
notice,1.0,8.0,-10.278630900671743,-9.096443525289212
november,7.0,4.0,-8.332720751702144,-9.789590705836657
npa,0.0,19.0,-33.3044818307122,-8.231446087809845
nuclear,0.0,10.0,-33.3044818307122,-8.873299973977502
nueva,13.0,8.0,-7.713681543302513,-9.096443525289212
numerous,2.0,5.0,-9.585483720161799,-9.566447154527449
nung,0.0,11.0,-33.3044818307122,-8.777989794174086
nurses,5.0,5.0,-8.669192988317644,-9.566447154527449
nutrition,1.0,7.0,-10.278630900671743,-9.22997491791195
oath,1.0,14.0,-10.278630900671743,-8.536827737359147
objective,32.0,4.0,-6.8128949979688915,-9.789590705836657
objectives,38.0,11.0,-6.641044741042726,-8.777989794174086
obligation,3.0,6.0,-9.1800186120703,-9.384125597736826
obligations,12.0,6.0,-7.793724250975409,-9.384125597736826
obstacles,2.0,6.0,-9.585483720161799,-9.384125597736826
obvious,4.0,5.0,-8.892336539626852,-9.566447154527449
occasion,9.0,6.0,-8.081406323424412,-9.384125597736826
occidental,3.0,7.0,-9.1800186120703,-9.22997491791195
occupy,2.0,4.0,-9.585483720161799,-9.789590705836657
occupying,0.0,5.0,-33.3044818307122,-9.566447154527449
ocean,3.0,3.0,-9.1800186120703,-10.077272778280106
october,11.0,4.0,-7.880735627964281,-9.789590705836657
odds,3.0,5.0,-9.1800186120703,-9.566447154527449
offer,5.0,10.0,-8.669192988317644,-8.873299973977502
offered,5.0,2.0,-8.669192988317644,-10.482737886371604
office,24.0,70.0,-7.1005770704196305,-6.927389824930761
officers,6.0,12.0,-8.486871431527021,-8.690978417185214
offices,18.0,18.0,-7.388259142870023,-8.285513309079828
official,14.0,11.0,-7.6395735711493415,-8.777989794174086
officials,19.0,32.0,-7.3341919216000395,-7.710149164178697
offset,4.0,4.0,-8.892336539626852,-9.789590705836657
ofw,0.0,13.0,-33.3044818307122,-8.610935709512319
ofws,0.0,18.0,-33.3044818307122,-8.285513309079828
oil,6.0,26.0,-8.486871431527021,-7.917788528956221
ombudsman,0.0,13.0,-33.3044818307122,-8.610935709512319
ongoing,0.0,13.0,-33.3044818307122,-8.610935709512319
operasyon,0.0,9.0,-33.3044818307122,-8.978660489634217
operate,3.0,16.0,-9.1800186120703,-8.403296344735518
operating,17.0,7.0,-7.445417556709645,-9.22997491791195
operation,29.0,10.0,-6.911335070781821,-8.873299973977502
operational,5.0,7.0,-8.669192988317644,-9.22997491791195
operations,35.0,34.0,-6.723282839279472,-7.649524542362446
opinion,2.0,7.0,-9.585483720161799,-9.22997491791195
opisina,0.0,5.0,-33.3044818307122,-9.566447154527449
opisyal,0.0,19.0,-33.3044818307122,-8.231446087809845
oportunidad,0.0,12.0,-33.3044818307122,-8.690978417185214
opportunities,29.0,35.0,-6.911335070781821,-7.620537005489277
opportunity,26.0,30.0,-7.020534362746416,-7.77468768531606
opposition,9.0,5.0,-8.081406323424412,-9.566447154527449
optimism,3.0,6.0,-9.1800186120703,-9.384125597736826
option,1.0,12.0,-10.278630900671743,-8.690978417185214
options,0.0,8.0,-33.3044818307122,-9.096443525289212
oras,0.0,39.0,-33.3044818307122,-7.512323420849338
ordinary,7.0,21.0,-8.332720751702144,-8.131362629253363
organic,0.0,12.0,-33.3044818307122,-8.690978417185214
organization,19.0,19.0,-7.3341919216000395,-8.231446087809845
organizational,3.0,4.0,-9.1800186120703,-9.789590705836657
organizations,10.0,19.0,-7.976045807767697,-8.231446087809845
organize,2.0,5.0,-9.585483720161799,-9.566447154527449
organized,14.0,6.0,-7.6395735711493415,-9.384125597736826
oriental,5.0,5.0,-8.669192988317644,-9.566447154527449
orientation,1.0,4.0,-10.278630900671743,-9.789590705836657
original,1.0,7.0,-10.278630900671743,-9.22997491791195
orphans,3.0,4.0,-9.1800186120703,-9.789590705836657
ospital,0.0,16.0,-33.3044818307122,-8.403296344735518
outbreak,3.0,2.0,-9.1800186120703,-10.482737886371604
outcome,2.0,4.0,-9.585483720161799,-9.789590705836657
outlined,2.0,4.0,-9.585483720161799,-9.789590705836657
outlook,6.0,3.0,-8.486871431527021,-10.077272778280106
output,15.0,3.0,-7.570580699662866,-10.077272778280106
outstanding,11.0,2.0,-7.880735627964281,-10.482737886371604
ovation,0.0,14.0,-33.3044818307122,-8.536827737359147
overcome,1.0,9.0,-10.278630900671743,-8.978660489634217
overdue,2.0,7.0,-9.585483720161799,-9.22997491791195
overhead,5.0,2.0,-8.669192988317644,-10.482737886371604
overriding,1.0,4.0,-10.278630900671743,-9.789590705836657
overseas,0.0,41.0,-33.3044818307122,-7.4623130002748015
overthrow,5.0,0.0,-8.669192988317644,-34.201735996922004
owned,10.0,14.0,-7.976045807767697,-8.536827737359147
owner,1.0,5.0,-10.278630900671743,-9.566447154527449
owners,3.0,7.0,-9.1800186120703,-9.22997491791195
ownership,6.0,5.0,-8.486871431527021,-9.566447154527449
paalala,0.0,7.0,-33.3044818307122,-9.22997491791195
paaralan,0.0,13.0,-33.3044818307122,-8.610935709512319
pabahay,0.0,19.0,-33.3044818307122,-8.231446087809845
pabalik,0.0,8.0,-33.3044818307122,-9.096443525289212
pace,9.0,8.0,-8.081406323424412,-9.096443525289212
pacific,2.0,26.0,-9.585483720161799,-7.917788528956221
package,0.0,32.0,-33.3044818307122,-7.710149164178697
packages,0.0,5.0,-33.3044818307122,-9.566447154527449
pact,8.0,2.0,-8.199189359079407,-10.482737886371604
pagbaba,0.0,11.0,-33.3044818307122,-8.777989794174086
pagbabago,0.0,73.0,-33.3044818307122,-6.885425625831787
pagbibigay,0.0,12.0,-33.3044818307122,-8.690978417185214
pagbili,0.0,6.0,-33.3044818307122,-9.384125597736826
pagcor,0.0,7.0,-33.3044818307122,-9.22997491791195
pagdating,0.0,36.0,-33.3044818307122,-7.592366128522661
pagiging,0.0,9.0,-33.3044818307122,-8.978660489634217
pagka,0.0,15.0,-33.3044818307122,-8.467834865872671
pagkain,0.0,28.0,-33.3044818307122,-7.843680556802774
pagkakaisa,0.0,8.0,-33.3044818307122,-9.096443525289212
pagkakataon,0.0,50.0,-33.3044818307122,-7.263862061551402
pagkakataong,0.0,20.0,-33.3044818307122,-8.180152793422558
paglago,0.0,12.0,-33.3044818307122,-8.690978417185214
paglikha,0.0,5.0,-33.3044818307122,-9.566447154527449
pagpapatupad,0.0,8.0,-33.3044818307122,-9.096443525289212
pagsisikap,0.0,9.0,-33.3044818307122,-8.978660489634217
pagsubok,0.0,10.0,-33.3044818307122,-8.873299973977502
pagtaas,0.0,11.0,-33.3044818307122,-8.777989794174086
pagtatanim,0.0,8.0,-33.3044818307122,-9.096443525289212
pagtutulungan,0.0,6.0,-33.3044818307122,-9.384125597736826
pahayag,0.0,6.0,-33.3044818307122,-9.384125597736826
paid,9.0,20.0,-8.081406323424412,-8.180152793422558
pain,1.0,9.0,-10.278630900671743,-8.978660489634217
painful,3.0,6.0,-9.1800186120703,-9.384125597736826
pains,1.0,6.0,-10.278630900671743,-9.384125597736826
pakinabang,0.0,13.0,-33.3044818307122,-8.610935709512319
pala,0.0,23.0,-33.3044818307122,-8.040390851048052
palawan,1.0,12.0,-10.278630900671743,-8.690978417185214
palay,14.0,5.0,-7.6395735711493415,-9.566447154527449
pamahalaan,0.0,54.0,-33.3044818307122,-7.186901020415422
pamamahala,0.0,37.0,-33.3044818307122,-7.564967154334621
pamamalakad,0.0,7.0,-33.3044818307122,-9.22997491791195
pambansa,0.0,37.0,-33.3044818307122,-7.564967154334621
pambansang,0.0,25.0,-33.3044818307122,-7.957009242109348
pamilya,0.0,79.0,-33.3044818307122,-6.806437214513261
pamilyang,0.0,31.0,-33.3044818307122,-7.741897862493176
pampanga,8.0,7.0,-8.199189359079407,-9.22997491791195
pampublikong,0.0,10.0,-33.3044818307122,-8.873299973977502
pamumuhunan,0.0,5.0,-33.3044818307122,-9.566447154527449
pamumuno,0.0,8.0,-33.3044818307122,-9.096443525289212
panahong,0.0,22.0,-33.3044818307122,-8.084842613618687
pananagutan,0.0,7.0,-33.3044818307122,-9.22997491791195
panay,0.0,14.0,-33.3044818307122,-8.536827737359147
pandaigdigang,0.0,8.0,-33.3044818307122,-9.096443525289212
pangako,0.0,7.0,-33.3044818307122,-9.22997491791195
pangalan,0.0,8.0,-33.3044818307122,-9.096443525289212
pangangailangan,0.0,35.0,-33.3044818307122,-7.620537005489277
pangangalaga,0.0,8.0,-33.3044818307122,-9.096443525289212
panganib,0.0,7.0,-33.3044818307122,-9.22997491791195
pangarap,0.0,27.0,-33.3044818307122,-7.8800482009735155
pangasinan,6.0,8.0,-8.486871431527021,-9.096443525289212
pangingisda,0.0,7.0,-33.3044818307122,-9.22997491791195
pangkabuhayan,0.0,6.0,-33.3044818307122,-9.384125597736826
pangkalusugan,0.0,8.0,-33.3044818307122,-9.096443525289212
pangulo,0.0,29.0,-33.3044818307122,-7.808589236991626
pangulong,0.0,11.0,-33.3044818307122,-8.777989794174086
pangunahing,0.0,15.0,-33.3044818307122,-8.467834865872671
panibagong,0.0,11.0,-33.3044818307122,-8.777989794174086
panig,0.0,14.0,-33.3044818307122,-8.536827737359147
paninindigan,0.0,8.0,-33.3044818307122,-9.096443525289212
panlipunan,0.0,11.0,-33.3044818307122,-8.777989794174086
pansin,0.0,7.0,-33.3044818307122,-9.22997491791195
pantawid,0.0,28.0,-33.3044818307122,-7.843680556802774
panukalang,0.0,13.0,-33.3044818307122,-8.610935709512319
panunungkulan,0.0,8.0,-33.3044818307122,-9.096443525289212
papasok,0.0,6.0,-33.3044818307122,-9.384125597736826
papayag,0.0,8.0,-33.3044818307122,-9.096443525289212
papel,0.0,13.0,-33.3044818307122,-8.610935709512319
paper,4.0,7.0,-8.892336539626852,-9.22997491791195
paramount,3.0,2.0,-9.1800186120703,-10.482737886371604
parang,0.0,35.0,-33.3044818307122,-7.620537005489277
parating,0.0,8.0,-33.3044818307122,-9.096443525289212
parenthood,0.0,5.0,-33.3044818307122,-9.566447154527449
parents,0.0,6.0,-33.3044818307122,-9.384125597736826
participate,10.0,5.0,-7.976045807767697,-9.566447154527449
participation,19.0,23.0,-7.3341919216000395,-8.040390851048052
parties,14.0,6.0,-7.6395735711493415,-9.384125597736826
partisan,14.0,3.0,-7.6395735711493415,-10.077272778280106
partisanship,4.0,1.0,-8.892336539626852,-11.175885066881548
partly,3.0,3.0,-9.1800186120703,-10.077272778280106
partners,2.0,27.0,-9.585483720161799,-7.8800482009735155
partnership,4.0,16.0,-8.892336539626852,-8.403296344735518
partnerships,1.0,13.0,-10.278630900671743,-8.610935709512319
party,23.0,9.0,-7.143136684838246,-8.978660489634217
pasahe,0.0,6.0,-33.3044818307122,-9.384125597736826
pasahod,0.0,7.0,-33.3044818307122,-9.22997491791195
pasasalamat,0.0,6.0,-33.3044818307122,-9.384125597736826
pasig,1.0,14.0,-10.278630900671743,-8.536827737359147
pasilidad,0.0,7.0,-33.3044818307122,-9.22997491791195
pass,1.0,93.0,-10.278630900671743,-6.643285573827217
passage,4.0,45.0,-8.892336539626852,-7.3692225772090065
passed,13.0,32.0,-7.713681543302513,-7.710149164178697
passing,1.0,14.0,-10.278630900671743,-8.536827737359147
passion,2.0,5.0,-9.585483720161799,-9.566447154527449
patakaran,0.0,9.0,-33.3044818307122,-8.978660489634217
patas,0.0,11.0,-33.3044818307122,-8.777989794174086
path,1.0,17.0,-10.278630900671743,-8.34267172291945
pati,0.0,90.0,-33.3044818307122,-6.676075396650172
patience,1.0,14.0,-10.278630900671743,-8.536827737359147
patient,1.0,6.0,-10.278630900671743,-9.384125597736826
patong,0.0,12.0,-33.3044818307122,-8.690978417185214
patriotism,9.0,14.0,-8.081406323424412,-8.536827737359147
pattern,10.0,0.0,-7.976045807767697,-34.201735996922004
patubig,0.0,9.0,-33.3044818307122,-8.978660489634217
patuloy,0.0,46.0,-33.3044818307122,-7.347243670490279
patunay,0.0,11.0,-33.3044818307122,-8.777989794174086
patungong,0.0,7.0,-33.3044818307122,-9.22997491791195
pautang,0.0,9.0,-33.3044818307122,-8.978660489634217
paved,4.0,3.0,-8.892336539626852,-10.077272778280106
pay,15.0,55.0,-7.570580699662866,-7.168551881747259
paying,5.0,17.0,-8.669192988317644,-8.34267172291945
payment,5.0,9.0,-8.669192988317644,-8.978660489634217
payments,12.0,7.0,-7.793724250975409,-9.22997491791195
peace,71.0,190.0,-6.015951023729019,-5.928860994820536
peaceful,3.0,20.0,-9.1800186120703,-8.180152793422558
penalties,4.0,12.0,-8.892336539626852,-8.690978417185214
penalty,2.0,8.0,-9.585483720161799,-9.096443525289212
pending,9.0,10.0,-8.081406323424412,-8.873299973977502
pension,2.0,14.0,-9.585483720161799,-8.536827737359147
people,371.0,478.0,-4.362428838164038,-5.006274334489883
peoples,8.0,14.0,-8.199189359079407,-8.536827737359147
pera,0.0,50.0,-33.3044818307122,-7.263862061551402
perang,0.0,6.0,-33.3044818307122,-9.384125597736826
percent,9.0,150.0,-8.081406323424412,-6.165249772884626
perfect,2.0,8.0,-9.585483720161799,-9.096443525289212
perform,3.0,7.0,-9.1800186120703,-9.22997491791195
performance,16.0,30.0,-7.506042178525712,-7.77468768531606
performed,8.0,1.0,-8.199189359079407,-11.175885066881548
performing,1.0,5.0,-10.278630900671743,-9.566447154527449
period,51.0,30.0,-6.346805268045457,-7.77468768531606
permanent,20.0,11.0,-7.282898627212752,-8.777989794174086
permanently,1.0,4.0,-10.278630900671743,-9.789590705836657
permit,5.0,5.0,-8.669192988317644,-9.566447154527449
permits,0.0,13.0,-33.3044818307122,-8.610935709512319
persist,2.0,5.0,-9.585483720161799,-9.566447154527449
person,2.0,13.0,-9.585483720161799,-8.610935709512319
personal,12.0,26.0,-7.793724250975409,-7.917788528956221
personnel,14.0,25.0,-7.6395735711493415,-7.957009242109348
persons,7.0,13.0,-8.332720751702144,-8.610935709512319
peso,18.0,33.0,-7.388259142870023,-7.679377505512038
pesos,40.0,152.0,-6.589751446655306,-6.152004546134614
peter,0.0,5.0,-33.3044818307122,-9.566447154527449
phase,6.0,10.0,-8.486871431527021,-8.873299973977502
philhealth,0.0,34.0,-33.3044818307122,-7.649524542362446
philippine,76.0,137.0,-5.947897560484097,-6.255904141152693
philippines,108.0,224.0,-5.596499673646598,-5.764239015126062
philippinesto,0.0,8.0,-33.3044818307122,-9.096443525289212
physical,4.0,16.0,-8.892336539626852,-8.403296344735518
picture,4.0,9.0,-8.892336539626852,-8.978660489634217
pieces,2.0,3.0,-9.585483720161799,-10.077272778280106
pilipinas,0.0,95.0,-33.3044818307122,-6.622008175379955
pilipino,0.0,173.0,-33.3044818307122,-6.022593472483192
